quantization_value,max_states,max_query_length,max_seq_length,sample_size,execution_time,equivalence_queries_count,last_token_weight_queries_count,NumberOfStatesExceeded,QueryLengthExceeded,TimeExceeded
1,50,25,20,100,0.00011372566223144531,ERROR,ERROR,ERROR,ERROR,ERROR
