quantization_value,max_states,max_query_length,max_seq_length,sample_size,execution_time,equivalence_queries_count,last_token_weight_queries_count,NumberOfStatesExceeded,QueryLengthExceeded,TimeExceeded
5,250,25,20,100,1219.7232465744019,18,43308,True,False,False
