quantization_value,max_states,max_query_length,max_seq_length,sample_size,execution_time,equivalence_queries_count,last_token_weight_queries_count,NumberOfStatesExceeded,QueryLengthExceeded,TimeExceeded
5,250,25,20,100,107.72530555725098,9,106224,True,False,False
