quantization_value,max_states,max_query_length,max_seq_length,sample_size,execution_time,equivalence_queries_count,last_token_weight_queries_count,NumberOfStatesExceeded,QueryLengthExceeded,TimeExceeded
5,50,25,20,100,48.147603034973145,3,48144,True,False,False
