quantization_value,max_states,max_query_length,max_seq_length,sample_size,execution_time,equivalence_queries_count,last_token_weight_queries_count,NumberOfStatesExceeded,QueryLengthExceeded,TimeExceeded
5,50,25,20,100,11.340693473815918,3,36612,True,False,False
